Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
1,0.22222222222222213,0.6249999999999999,0.06779661016949151,0.04166666666666667,Iris-setosa
2,0.1666666666666668,0.41666666666666663,0.06779661016949151,0.04166666666666667,Iris-setosa
3,0.11111111111111119,0.5,0.05084745762711865,0.04166666666666667,Iris-setosa
4,0.08333333333333327,0.4583333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
5,0.19444444444444448,0.6666666666666666,0.06779661016949151,0.04166666666666667,Iris-setosa
6,0.30555555555555564,0.7916666666666665,0.11864406779661016,0.12500000000000003,Iris-setosa
7,0.08333333333333327,0.5833333333333333,0.06779661016949151,0.08333333333333333,Iris-setosa
8,0.19444444444444448,0.5833333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
9,0.027777777777777922,0.3749999999999999,0.06779661016949151,0.04166666666666667,Iris-setosa
10,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
11,0.30555555555555564,0.7083333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
12,0.13888888888888887,0.5833333333333333,0.1016949152542373,0.04166666666666667,Iris-setosa
13,0.13888888888888887,0.41666666666666663,0.06779661016949151,0.0,Iris-setosa
14,0.0,0.41666666666666663,0.016949152542372895,0.0,Iris-setosa
15,0.41666666666666663,0.8333333333333333,0.033898305084745756,0.04166666666666667,Iris-setosa
16,0.38888888888888895,1.0,0.0847457627118644,0.12500000000000003,Iris-setosa
17,0.30555555555555564,0.7916666666666665,0.05084745762711865,0.12500000000000003,Iris-setosa
18,0.22222222222222213,0.6249999999999999,0.06779661016949151,0.08333333333333333,Iris-setosa
19,0.38888888888888895,0.7499999999999998,0.11864406779661016,0.08333333333333333,Iris-setosa
20,0.22222222222222213,0.7499999999999998,0.0847457627118644,0.08333333333333333,Iris-setosa
21,0.30555555555555564,0.5833333333333333,0.11864406779661016,0.04166666666666667,Iris-setosa
22,0.22222222222222213,0.7083333333333333,0.0847457627118644,0.12500000000000003,Iris-setosa
23,0.08333333333333327,0.6666666666666666,0.0,0.04166666666666667,Iris-setosa
24,0.22222222222222213,0.5416666666666665,0.11864406779661016,0.16666666666666669,Iris-setosa
25,0.13888888888888887,0.5833333333333333,0.15254237288135591,0.04166666666666667,Iris-setosa
26,0.19444444444444448,0.41666666666666663,0.1016949152542373,0.04166666666666667,Iris-setosa
27,0.19444444444444448,0.5833333333333333,0.1016949152542373,0.12500000000000003,Iris-setosa
28,0.25000000000000006,0.6249999999999999,0.0847457627118644,0.04166666666666667,Iris-setosa
29,0.25000000000000006,0.5833333333333333,0.06779661016949151,0.04166666666666667,Iris-setosa
30,0.11111111111111119,0.5,0.1016949152542373,0.04166666666666667,Iris-setosa
31,0.13888888888888887,0.4583333333333333,0.1016949152542373,0.04166666666666667,Iris-setosa
32,0.30555555555555564,0.5833333333333333,0.0847457627118644,0.12500000000000003,Iris-setosa
33,0.25000000000000006,0.8749999999999998,0.0847457627118644,0.0,Iris-setosa
34,0.3333333333333333,0.9166666666666666,0.06779661016949151,0.04166666666666667,Iris-setosa
35,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
36,0.19444444444444448,0.5,0.033898305084745756,0.04166666666666667,Iris-setosa
37,0.3333333333333333,0.6249999999999999,0.05084745762711865,0.04166666666666667,Iris-setosa
38,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
39,0.027777777777777922,0.41666666666666663,0.05084745762711865,0.04166666666666667,Iris-setosa
40,0.22222222222222213,0.5833333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
41,0.19444444444444448,0.6249999999999999,0.05084745762711865,0.08333333333333333,Iris-setosa
42,0.055555555555555594,0.1249999999999999,0.05084745762711865,0.08333333333333333,Iris-setosa
43,0.027777777777777922,0.5,0.05084745762711865,0.04166666666666667,Iris-setosa
44,0.19444444444444448,0.6249999999999999,0.1016949152542373,0.20833333333333334,Iris-setosa
45,0.22222222222222213,0.7499999999999998,0.15254237288135591,0.12500000000000003,Iris-setosa
46,0.13888888888888887,0.41666666666666663,0.06779661016949151,0.08333333333333333,Iris-setosa
47,0.22222222222222213,0.7499999999999998,0.1016949152542373,0.04166666666666667,Iris-setosa
48,0.08333333333333327,0.5,0.06779661016949151,0.04166666666666667,Iris-setosa
49,0.27777777777777773,0.7083333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
50,0.19444444444444448,0.5416666666666665,0.06779661016949151,0.04166666666666667,Iris-setosa
51,0.7499999999999999,0.5,0.6271186440677966,0.5416666666666666,Iris-versicolor
52,0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,Iris-versicolor
53,0.7222222222222222,0.4583333333333333,0.6610169491525424,0.5833333333333334,Iris-versicolor
54,0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,Iris-versicolor
55,0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,Iris-versicolor
56,0.38888888888888895,0.3333333333333332,0.5932203389830508,0.5,Iris-versicolor
57,0.5555555555555555,0.5416666666666665,0.6271186440677966,0.625,Iris-versicolor
58,0.1666666666666668,0.1666666666666666,0.38983050847457623,0.375,Iris-versicolor
59,0.6388888888888887,0.3749999999999999,0.6101694915254237,0.5,Iris-versicolor
60,0.25000000000000006,0.2916666666666667,0.4915254237288135,0.5416666666666666,Iris-versicolor
61,0.19444444444444448,0.0,0.423728813559322,0.375,Iris-versicolor
62,0.44444444444444453,0.41666666666666663,0.5423728813559322,0.5833333333333334,Iris-versicolor
63,0.4722222222222222,0.0833333333333334,0.5084745762711864,0.375,Iris-versicolor
64,0.4999999999999999,0.3749999999999999,0.6271186440677966,0.5416666666666666,Iris-versicolor
65,0.361111111111111,0.3749999999999999,0.4406779661016949,0.5,Iris-versicolor
66,0.6666666666666666,0.4583333333333333,0.576271186440678,0.5416666666666666,Iris-versicolor
67,0.361111111111111,0.41666666666666663,0.5932203389830508,0.5833333333333334,Iris-versicolor
68,0.41666666666666663,0.2916666666666667,0.5254237288135593,0.375,Iris-versicolor
69,0.5277777777777778,0.0833333333333334,0.5932203389830508,0.5833333333333334,Iris-versicolor
70,0.361111111111111,0.20833333333333331,0.4915254237288135,0.4166666666666667,Iris-versicolor
71,0.44444444444444453,0.5,0.6440677966101694,0.7083333333333334,Iris-versicolor
72,0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,Iris-versicolor
73,0.5555555555555555,0.20833333333333331,0.6610169491525424,0.5833333333333334,Iris-versicolor
74,0.4999999999999999,0.3333333333333332,0.6271186440677966,0.4583333333333333,Iris-versicolor
75,0.5833333333333334,0.3749999999999999,0.559322033898305,0.5,Iris-versicolor
76,0.6388888888888887,0.41666666666666663,0.576271186440678,0.5416666666666666,Iris-versicolor
77,0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,Iris-versicolor
78,0.6666666666666666,0.41666666666666663,0.6779661016949152,0.6666666666666666,Iris-versicolor
79,0.4722222222222222,0.3749999999999999,0.5932203389830508,0.5833333333333334,Iris-versicolor
80,0.38888888888888895,0.25,0.423728813559322,0.375,Iris-versicolor
81,0.3333333333333333,0.1666666666666666,0.47457627118644063,0.4166666666666667,Iris-versicolor
82,0.3333333333333333,0.1666666666666666,0.4576271186440678,0.375,Iris-versicolor
83,0.41666666666666663,0.2916666666666667,0.4915254237288135,0.4583333333333333,Iris-versicolor
84,0.4722222222222222,0.2916666666666667,0.6949152542372881,0.625,Iris-versicolor
85,0.30555555555555564,0.41666666666666663,0.5932203389830508,0.5833333333333334,Iris-versicolor
86,0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,Iris-versicolor
87,0.6666666666666666,0.4583333333333333,0.6271186440677966,0.5833333333333334,Iris-versicolor
88,0.5555555555555555,0.1249999999999999,0.576271186440678,0.5,Iris-versicolor
89,0.361111111111111,0.41666666666666663,0.5254237288135593,0.5,Iris-versicolor
90,0.3333333333333333,0.20833333333333331,0.5084745762711864,0.5,Iris-versicolor
